number,school,address,email
599,부산예술대학교,"부산광역시 남구 못골번영로71번길 74 (대연동, 부산예술대학)"
600,전남도립대학교,"전라남도 담양군 담양읍 죽녹원로 152 (향교리, 전남도립대학)"
601,송호대학교,"강원도 횡성군 횡성읍 남산로 210 (남산리, 송호대학교)"
602,한국관광대학교,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학)"
603,서정대학교,"경기도 양주시 은현면 화합로 1049-56 (용암리, 서정대학)"
604,송곡대학교,"강원도 춘천시 남산면 송곡대학길 34 (창촌리, 송곡대학교)"
605,웅지세무대학교,"경기도 파주시 탄현면 웅지로144번길 73 (금승리, 웅지세무대학)"
606,김해대학교,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교)"
607,한국승강기대학교,"경상남도 거창군 거창읍 운정1길 120 (송정리, 한국승강기대학)"
608,순복음총회신학교,충청북도 제천시 덕산면 도전로 320 (도전리)
609,세계사이버대학,경기도 광주시 오포읍 태재로 90 (신현리)
610,영진사이버대학교,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)"
611,한국복지사이버대학,경상북도 경산시 남천면 남천로 746-10 (협석리)
612,경희사이버대학교,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)"
613,경희사이버대학교 호텔관광대학원,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)"
614,경희사이버대학교 문화창조대학원,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)"
615,국제사이버대학교,경기도 수원시 팔달구 경수대로 490 (인계동)
616,대구사이버대학교,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)"
617,대구사이버대학교 휴먼케어대학원,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)"
618,부산디지털대학교,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)"
619,부산디지털대학교 휴먼서비스대학원,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)"
620,서울디지털대학교,"서울특별시 강서구 공항대로 424 (화곡동, 서울디지털대학교)"
621,서울사이버대학교,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)"
622,서울사이버대학교 상담심리대학원,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)"
623,서울사이버대학교 휴먼서비스대학원,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)"
624,영남사이버대학교,"경상북도 경산시 남천면 남천로 780-9 (협석리, 영남외국어대학)"
625,세종사이버대학교 ,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)"
626,세종사이버대학교  경영대학원,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)"
627,세종사이버대학교  정보보호대학원,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)"
628,한국열린사이버대학교,"서울특별시 중랑구 망우로 353 (상봉동, 상봉프레미어스엠코)"
629,원광디지털대학교,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)"
630,원광디지털대학교 웰빙문화대학원,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)"
631,고려사이버대학교,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)"
632,고려사이버대학교 융합정보대학원,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)"
633,숭실사이버대학교,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔)"
634,디지털서울문화예술대학교,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교)"
635,한양사이버대학교,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)"
636,한양사이버대학교 경영대학원,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)"
637,한양사이버대학교 교육정보대학원,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)"
638,한양사이버대학교 디자인대학원,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)"
639,한양사이버대학교 부동산대학원,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)"
640,한양사이버대학교 휴먼서비스대학원,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)"
641,사이버한국외국어대학교,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)"
642,사이버한국외국어대학교 TESOL 대학원,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)"
643,화신사이버대학교,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교)"
644,글로벌사이버대학교,"충청남도 천안시 동남구 목천읍 교천지산길 284-88 (지산리, 글로벌사이버대학교)"
645,건양사이버대학교,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)"
646,한국개발연구원국제정책대학원대학교,"세종특별자치시 남세종로 263 (반곡동, 한국개발연구원)"
647,대한신학대학원대학교,경기도 안양시 만안구 경수대로1406번길 30 (석수동)
648,베뢰아국제대학원대학교,"서울특별시 영등포구 가마산로 359 (대림동, 베뢰아대학원대학교)"
649,건신대학원대학교,"대전광역시 중구 동서대로1327번길 40 (용두동, 건신대학원대학교)"
650,성산효대학원대학교,"인천광역시 남동구 석정로 543 (간석동, 성산효대학원대학교)"
651,원불교대학원대학교,"전라북도 익산시 익산대로33길 23 (신용동, 원불교대학원대학교)"
652,웨스트민스터신학대학원대학교,"경기도 용인시 기흥구 동백죽전대로 201-11 (중동, 웨스트민스터신학대학교)"
653,합동신학대학원대학교,"경기도 수원시 영통구 광교중앙로 50 (원천동, 합동신학대학원대학교)"
654,횃불트리니티신학대학원대학교,"서울특별시 서초구 바우뫼로31길 70 (양재동, 횃불트리니티신학대학원대학교)"
655,국제신학대학원대학교,"서울특별시 관악구 남부순환로 1548 (신림동, 국제신한대학원대학교)"
656,서울성경신학대학원대학교,"서울특별시 동작구 신대방14가길 45-1 (신대방동, 서울성경신학대학교)"
657,예명대학원대학교,서울특별시 서초구 남부순환로337가길 49 (서초동)
658,계약신학대학원대학교,"경기도 광주시 초월읍 진새골길 151-30 (대쌍령리, 계약신학대학원대학교)"
659,서울사회복지대학원대학교,서울특별시 영등포구 영신로34길 18 (영등포동4가)
660,온석대학원대학교,"경기도 용인시 처인구 남사면 아곡로96번길 79 (아곡리, 중앙신학대학원대학교)"
661,국제법률경영대학원대학교,"경기도 고양시 덕양구 내유길 230 (내유동, 국제법률경영대학원)"
662,국제영어대학원대학교,"서울특별시 강동구 양재대로81길 89 (성내동, 혁제빌딩)"
663,국제뇌교육종합대학원대학교,"충청남도 천안시 동남구 목천읍 교천지산길 284-31 (지산리, 국제뇌교육종합대학원대학교)"
664,서울불교대학원대학교,"서울특별시 금천구 독산로70길 8 (독산동, 서울불교대학원대학교)"
665,서울외국어대학원대학교,"서울특별시 서초구 남부순환로356길 85 (양재동, 서울외국어대학원대학교)"
666,서울벤처대학원대학교,"서울특별시 강남구 봉은사로 405 (삼성동, 서울벤처정보대학원대학교)"
667,성서침례대학원대학교,"경기도 이천시 대월면 대평로 548-123 (장평리, 성서침례대학교)"
668,에스라성경대학원대학교,"경기도 고양시 덕양구 대양로285번길 33-7 (고양동, 에스라성경대학원대학교)"
669,개신대학원대학교,"서울특별시 강북구 도봉로 235 (미아동, 개신대학원대학교)"
670,과학기술연합대학원대학교,"대전광역시 유성구 가정로 217 (가정동, UST)"
671,서울과학종합대학원대학교,"서울특별시 서대문구 이화여대2길 46 (대현동, 서울아카데미빌딩)"
672,선학유피대학원대학교,"경기도 가평군 설악면 미사리로 324-211 (송산리, 선학유피대학원대학교)"
673,경안신학대학원대학교,"경상북도 안동시 북후면 물한길 16-29 (물한리, 경안신학대학원대학교)"
674,동방문화대학원대학교,"서울특별시 성북구 성북로28길 60 (성북동, 동방대학원대학교)"
675,북한대학원대학교,"서울특별시 종로구 북촌로15길 2 (삼청동, 북한대학교대학원)"
676,순복음대학원대학교,"서울특별시 관악구 과천대로 927 (남현동, 대한하나님의성회)"
677,실천신학대학원대학교,"경기도 이천시 신둔면 마소로11번길 311-43 (인후리, 실천신학대학원)"
678,한림국제대학원대학교,"서울특별시 강남구 역삼로 405 (대치동, 한림국제대학원대학교제1관)"
679,한반도국제대학원대학교,"서울특별시 용산구 임정로 17 (효창동, 한반도국제대학원대학교)"
680,서울미디어대학원대학교,"서울특별시 강서구 화곡로61길 99 (등촌동, 케이지아이티강서센터)"
681,용문상담심리대학원대학교,"서울특별시 종로구 율곡로 154 (원남동, 용문빌딩)"
682,한국상담대학원대학교,"서울특별시 서초구 효령로 366 (서초동, 한국상담대학원대학교)"
683,제네바신학대학원대학교,"경기도 파주시 파평면 파산서원길 64-68 (눌노리, 제네바신학대학원대학교)"
684,주안대학원대학교,"인천광역시 미추홀구 석바위로74번길 11 (주안동, 주안대학원대학교)"
685,한국전력국제원자력대학원대학교,울산광역시 울주군 서생면 해맞이로 658-91 (신암리)
686,능인대학원대학교,경기도 화성시 팔탄면 3.1만세로 694-57 (해창리)
687,치유상담대학원대학교,"서울특별시 서초구 서초대로 121 (방배동, 원우빌딩)"
688,구세군사관대학원대학교,"경기도 과천시 관악산길 216 (중앙동, 구세군사관대학원대학교)"
689,국립암센터국제암대학원대학교,"경기도 고양시 일산동구 일산로 323 (마두동, 국립암센터)"
690,한국과학기술원,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)"
691,한국과학기술원 일반대학원,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)"
692,광주과학기술원,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)"
693,광주과학기술원 일반대학원,"광주광역시 북구 첨단과기로 123 (오룡동, 광주과학기술원)"
694,대구경북과학기술원,대구광역시 달성군 현풍면 테크노중앙대로 333 (상리)
695,대구경북과학기술원 일반대학원,대구광역시 달성군 현풍면 테크노중앙대로 333 (상리)
696,한국예술종합학교,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교)"
697,한국전통문화대학교,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교)"
698,한국전통문화대학교 일반대학원,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교)"
699,한국전통문화대학교 문화유산융합대학원,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교)"
700,한국전통문화대학교 문화유산전문대학원,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화학교)"
701,한국농수산대학,"전라북도 전주시 덕진구 콩쥐팥쥐로 1515 (중동, 한국농수산대학)"
702,한국골프대학교,"강원도 횡성군 우천면 하대5길 109 (하대리, 한국골프대학교)"
703,한국학대학원,"경기도 성남시 분당구 하오개로 323 (운중동, 한국학중앙연구원)"
704,ICT폴리텍대학,"경기도 광주시 순암로 16-26 (역동, ICT폴리텍대학)"
705,한국폴리텍대학 서울정수캠퍼스,"서울특별시 용산구 보광로 73 (보광동, 한국폴리텍1대학서울정수캠퍼스)"
706,한국폴리텍대학 서울강서캠퍼스,"서울특별시 강서구 우장산로10길 112 (화곡동, 한국폴리텍대학서울강서캠퍼스)"
707,한국폴리텍 I 대학 성남캠퍼스,"경기도 성남시 수정구 수정로 398 (산성동, 한국폴리텍I대학성남캠퍼스)"
708,한국폴리텍 I 대학 제주캠퍼스,"제주특별자치도 제주시 산천단동3길 2 (아라일동, 한국폴리택대학제주캠퍼스)"
709,한국폴리텍대학 인천캠퍼스,"인천광역시 부평구 무네미로448번길 56 (구산동, 한국폴리텍Ⅱ대학)"
710,한국폴리텍 II 대학 남인천캠퍼스,"인천광역시 미추홀구 염전로333번길 23 (주안동, 한국폴리텍대학남인천캠퍼스)"
711,한국폴리텍특성화대학 반도체융합캠퍼스,"경기도 안성시 공도읍 송원길 41-12 (만정리, 한국폴리텍대학안성캠퍼스)"
712,한국폴리텍 III 대학 춘천캠퍼스,"강원도 춘천시 동산면 영서로 1290-31 (원창리, 한국폴리텍Ⅲ대학)"
713,한국폴리텍 III 대학 강릉캠퍼스,"강원도 강릉시 남산초교길 121 (노암동, 한국폴리텍3대학)"
714,한국폴리텍 III 대학 원주캠퍼스,"강원도 원주시 북원로2425번길 73 (우산동, 한국폴리텍3대학)"
715,한국폴리텍 IV 대학 대전캠퍼스,"대전광역시 동구 우암로 352-21 (가양동, 한국폴리텍대학대전캠퍼스)"
716,한국폴리텍IV 대학 청주캠퍼스,"충청북도 청주시 흥덕구 산단로 54 (송정동, 한국폴리텍Ⅳ대학청주캠퍼스)"
717,한국폴리텍 IV 대학 아산캠퍼스,"충청남도 아산시 신창면 행목로 45 (행목리, 한국폴리텍Ⅳ대학아산캠퍼스)"
718,한국폴리텍 IV 대학 홍성캠퍼스,"충청남도 홍성군 홍성읍 충서로 1200 (남장리, 홍성기능대학)"
719,한국폴리텍V대학 광주캠퍼스,"광주광역시 북구 하서로 85 (운암동, 한국폴리텍V대학)"
720,한국폴리텍 V 대학 김제캠퍼스,"전라북도 김제시 백학제길 154 (백학동, 한국폴리텍V대학)"
721,한국폴리텍V대학 목포캠퍼스,"전라남도 무안군 청계면 영산로 1854-16 (상마리, 한국폴리텍V대학목포캠퍼스)"
722,한국폴리텍대학 익산캠퍼스,"전라북도 익산시 선화로 579 (어양동, 한국폴리텍V대학)"
723,한국폴리텍 V 대학 순천캠퍼스,"전라남도 순천시 기적의도서관1길 41 (조례동, 한국폴리텍대학순천캠퍼스)"
724,한국폴리텍대학 대구캠퍼스,"대구광역시 서구 국채보상로43길 15 (평리동, 한국폴리텍6대학)"
725,한국폴리텍대학 구미캠퍼스,경상북도 구미시 수출대로3길 84 (공단동)
726,한국폴리텍 Ⅵ 대학 영주캠퍼스,"경상북도 영주시 가흥로 2 (문정동, 한국폴리텍VI대학)"
727,한국폴리텍대학 창원캠퍼스,"경상남도 창원시 성산구 외동반림로 51-88 (중앙동, 한국폴리텍VII대학)"
728,한국폴리텍Ⅶ대학 부산캠퍼스,"부산광역시 북구 만덕대로155번길 99 (덕천동, 한국폴리텍VII대학부산캠퍼스)"
729,한국폴리텍 VII 대학 울산캠퍼스,"울산광역시 중구 산전길 155 (동동, 한국폴리텍7대학울산캠퍼스)"
730,한국폴리텍대학바이오캠퍼스,"충청남도 논산시 강경읍 동안로112번길 48 (채운리, 한국폴리텍바이오대학)"
731,한국폴리텍대학 영남융합기술캠퍼스,대구광역시 동구 팔공로 222 (봉무동)
732,한국폴리텍대학 항공캠퍼스,"경상남도 사천시 대학길 46 (이금동, 한국폴리텍항공대학)"
